OID_,Join_Count,TARGET_FID,JOIN_FID,FIPS,COUNTY,v023_rawvalue,OBJECTID,FIPS_1,State,County_1,Unemployed,FIPStext,Chg_Unempoyment,v058_rawvalue,Shape_length_1,Shape_area_1,Status,Score,Match_type,Match_addr,Addr_type,Facility_Name,Physical_Address,City,State_1,Zip_Code,Population,Construction,Capacity,Security_Level,Facility_Type,Shape_Length,Shape_Area,Chg_Assault,chpNotSchoolNotLabFor_e1018,Chg_Median_Income,Chg_Over15Percent,chpPopPovU18_e1018
67,0,66,-1,13173,Lanier County,4.395318596000000,86,13173,Georgia,Lanier,6,13173,-2,71.125223258999995,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,145453.806270180910360,706797596.199863076210022,-38,-9.800000000000001,-12493.180000000000291,0.200051183601303,-3.800000000000000
68,0,67,-1,13017,Ben Hill County,5.882352941000000,9,13017,Georgia,Ben Hill,11,13017,-5,34.002495179999997,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,170425.801016852055909,912471308.366527318954468,-39,13.400000000000000,-3782.459999999999127,2.599977239696730,10.800000000000001
69,0,68,-1,13023,Bleckley County,5.708154506000000,12,13023,Georgia,Bleckley,7,13023,-1,51.588455944000003,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,135535.987671145354398,798665299.826540589332581,1,0.800000000000000,4555.410000000003492,-1.699836648232954,2.700000000000000
70,0,69,-1,13081,Crisp County,4.851579955000000,40,13081,Georgia,Crisp,8,13081,-3,47.028456845000001,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,141174.603839838207932,1013374835.175444841384888,23,-5.100000000000000,2619.599999999998545,9.999754902077081,-4.900000000000000
71,1,70,43,13093,Dooly County,4.615086290000000,46,13093,Georgia,Dooly,7,13093,-2,53.666711354999997,0.000000000000000,0.000000000000000,M,97.879999999999995,A,"1412 Plunketts Rd, Unadilla, Georgia, 31091",StreetAddress,DOOLY STATE PRISON,1412 PLUNKETT ROAD,UNADILLA,,31091,ADULT MALES,1993,1702,MEDIUM,STATE PRISON,167300.011950188199989,1439779360.325842857360840,2,-5.700000000000000,11103.779999999998836,4.798718242916987,-0.300000000000000
72,0,71,-1,13235,Pulaski County,4.257377842000000,116,13235,Georgia,Pulaski,5,13235,-1,66.702747709999997,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,145112.950450235570315,911816611.330484271049500,-36,-8.000000000000000,-938.779999999998836,8.199299970630726,40.700000000000003
73,1,72,50,13315,Wilcox County,5.225830534000000,156,13315,Georgia,Wilcox,8,13315,-3,100.000000000000000,0.000000000000000,0.000000000000000,M,100.000000000000000,A,"470 S Broad St, Abbeville, Georgia, 31001",StreetAddress,WILCOX STATE PRISON,470 SOUTH BROAD STREET,ABBEVILLE,,31001,ADULT MALE FELONS,1993,1827,MEDIUM,STATE PRISON,199156.138952995243017,1379587686.937582969665527,-6,-1.900000000000000,2583.040000000000873,1.800801752479416,-11.500000000000000
74,0,73,-1,13161,Jeff Davis County,4.870824420000000,80,13161,Georgia,Jeff Davis,10,13161,-5,69.511547651000001,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,188505.006699491117615,1206651870.109560728073120,6,2.100000000000000,-2197.319999999999709,0.900101073038978,-1.600000000000000
75,1,74,48,13271,Telfair County,6.788571429000000,134,13271,Georgia,Telfair,11,13271,-4,46.987878788000003,0.000000000000000,0.000000000000000,M,99.900000000000006,M,"170 Long Bridge Rd, Mc Rae Helena, Georgia, 31037",StreetAddress,TELFAIR STATE PRISON,170 LONGBRIDGE ROAD,Mc Rae Helena,,31037,ADULT MALE FELONS,1991,1400,CLOSE,STATE PRISON,239855.579031914559891,1601866356.507151603698730,29,22.199999999999999,4351.560000000001310,5.099943524045956,9.100000000000000
76,1,75,28,13309,Wheeler County,7.365269461000000,153,13309,Georgia,Wheeler,7,13309,0,100.000000000000000,0.000000000000000,0.000000000000000,M,100.000000000000000,A,"195 N Broad St, Alamo, Georgia, 30411",StreetAddress,WHEELER CORR FACILITY,195 NORTH BROAD STREET,ALAMO,,30411,ADULT MALE FELONS,1998,2874,MEDIUM,PRIVATE PRISON,195364.036432408844121,1087313373.683320522308350,-5,-5.400000000000000,-13288.180000000000291,3.200016576506361,3.000000000000000
77,1,76,46,13091,Dodge County,5.183946488000000,45,13091,Georgia,Dodge,7,13091,-2,72.228849330000003,0.000000000000000,0.000000000000000,M,89.790000000000006,A,"Bethel Church Rd, Eastman, Georgia, 31023",StreetName,DODGE STATE PRISON,2971 OLD BETHEL CHURCH ROAD,CHESTER,,31012,ADULT MALE FELONS,1982,1236,MEDIUM,STATE PRISON,246560.205063975095982,1824236730.201459646224976,17,-45.200000000000003,2250.800000000002910,4.299883803244238,10.400000000000000
78,0,77,-1,13175,Laurens County,4.809465274000000,87,13175,Georgia,Laurens,7,13175,-2,56.644092993000001,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,254884.071645035815891,2985256813.808387279510498,24,1.700000000000000,-6077.199999999997090,15.799892168074148,8.400000000000000
79,1,78,47,13209,Montgomery County,5.712029481000000,103,13209,Georgia,Montgomery,7,13209,-1,98.706565823000005,0.000000000000000,0.000000000000000,M,98.799999999999997,A,"650 Mount Vernon Alston Rd, Mount Vernon, Georgia, 30445",StreetAddressExt,MONTGOMERY STATE PRISON,650 MT. VERNON/ ALSTON RD,MT. VERNON,,30445,ADULT MALE FELONS,1972,900,MEDIUM,STATE PRISON,170969.109673313534586,888095254.654634594917297,0,-1.800000000000000,3363.419999999998254,0.510217783286330,6.300000000000000
80,0,79,-1,13283,Treutlen County,5.806213018000000,140,13283,Georgia,Treutlen,8,13283,-2,58.867102396999996,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,152230.836821484466782,737818714.421114683151245,3,0.000000000000000,-11323.729999999995925,11.999292750598308,-1.800000000000000
81,0,80,-1,13025,Brantley County,4.475581554000000,13,13025,Georgia,Brantley,6,13025,-2,99.445983380000001,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,244560.148927880829433,1588148509.918637037277222,9,17.300000000000001,-9759.169999999998254,-6.799572571643708,2.900000000000000
82,0,81,-1,13005,Bacon County,3.816491991000000,3,13005,Georgia,Bacon,6,13005,-2,69.286229272000000,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,154900.758694922173163,1022091803.617935180664062,-14,5.600000000000000,-708.509999999994761,1.299966899576939,19.100000000000001
83,0,82,-1,13229,Pierce County,3.845268248000000,113,13229,Georgia,Pierce,5,13229,-1,79.352809468000004,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,204392.219911473599495,1223389967.618098735809326,-65,-0.100000000000000,4865.220000000001164,-0.399996396298809,11.500000000000000
84,0,83,-1,13305,Wayne County,4.649938586000000,151,13305,Georgia,Wayne,8,13305,-3,57.938801953999999,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,258103.197312359989155,2320574582.215803623199463,-21,-0.700000000000000,1338.400000000001455,-2.699041523600890,3.100000000000000
85,0,84,-1,13039,Camden County,4.155943189000000,20,13039,Georgia,Camden,6,13039,-2,31.443390810000000,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,577347.928915983648039,2307978296.272068977355957,99,-1.200000000000000,2010.300000000002910,0.899950231053365,-0.300000000000000
86,0,85,-1,13191,McIntosh County,3.990306947000000,95,13191,Georgia,McIntosh,6,13191,-2,74.311030489000004,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,456652.274361736548599,1625285524.028441905975342,9,-3.500000000000000,9762.750000000000000,6.899957038039688,10.800000000000001
87,0,86,-1,13001,Appling County,4.345422379000000,1,13001,Georgia,Appling,7,13001,-3,71.441105506000000,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,248874.869590215908829,1841145458.680735349655151,-39,8.500000000000000,-5100.449999999997090,0.000107917553153,-6.900000000000000
88,0,87,-1,13043,Candler County,3.434117208000000,21,13043,Georgia,Candler,6,13043,-3,66.966721222000004,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,124740.739181293480215,906597171.664557218551636,-2,-20.500000000000000,-5680.319999999999709,0.199989810007495,26.300000000000001
89,0,88,-1,13109,Evans County,3.662258393000000,54,13109,Georgia,Evans,6,13109,-2,61.281818182000002,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,119435.149585966137238,677406081.929219126701355,52,-4.700000000000000,-2155.239999999997963,7.899783838880376,4.900000000000000
90,1,89,52,13267,Tattnall County,4.199339662000000,132,13267,Georgia,Tattnall,7,13267,-3,68.236677115999996,0.000000000000000,0.000000000000000,M,100.000000000000000,A,"1978 GA-147, Reidsville, Georgia, 30453",StreetAddress,ROGERS STATE PRISON,1978 GEORGIA HIGHWAY 147,REIDSVILLE,,30453,ADULT MALE FELONS,1983,1391,MEDIUIM,STATE PRISON,241434.969023150595604,1764875773.405373096466064,7,-11.900000000000000,-1788.180000000000291,0.200263462821196,7.400000000000000
91,1,89,54,13267,Tattnall County,4.199339662000000,132,13267,Georgia,Tattnall,7,13267,-3,68.236677115999996,0.000000000000000,0.000000000000000,M,100.000000000000000,A,"300 1st Ave S, Reidsville, Georgia, 30453",StreetAddress,GA STATE PRISON,300 1ST AVE SOUTH,REIDSVILLE,,30453,ADULT MALE FELONS,1937,0,SPECIAL MISSION,STATE PRISON,241434.969023150595604,1764875773.405373096466064,7,-11.900000000000000,-1788.180000000000291,0.200263462821196,7.400000000000000
92,1,89,56,13267,Tattnall County,4.199339662000000,132,13267,Georgia,Tattnall,7,13267,-3,68.236677115999996,0.000000000000000,0.000000000000000,M,98.849999999999994,A,"9676 US Highway 301, Glennville, Georgia, 30427",PointAddress,SMITH STATE PRISON,9676 HWY 301 NORTH,GLENNVILLE,,30427,ADULT MALE FELONS,1993,1526,CLOSE,STATE PRISON,241434.969023150595604,1764875773.405373096466064,7,-11.900000000000000,-1788.180000000000291,0.200263462821196,7.400000000000000
93,0,90,-1,13279,Toombs County,5.809962327000000,138,13279,Georgia,Toombs,7,13279,-1,51.056092274999997,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,198071.544676982040983,1343530200.731779336929321,20,-7.300000000000000,3598.349999999998545,8.589995787734990,-1.900000000000000
94,1,91,32,13183,Long County,3.961136024000000,91,13183,Georgia,Long,5,13183,-1,81.339878318999993,0.000000000000000,0.000000000000000,M,100.000000000000000,A,"1434 US Highway 84 E, Ludowici, Georgia, 31316",StreetAddress,LONG UNIT,1434 US HWY 84 EAST,LUDOWICI,,31316,ADULT MALE FELONS,2004,212,MEDIUM,STATE PRISON,213749.997623007511720,1449563919.071350336074829,-14,-2.400000000000000,3087.660000000003492,7.699483317503012,4.600000000000000
95,0,92,-1,13029,Bryan County,3.402731139000000,15,13029,Georgia,Bryan,5,13029,-2,52.343465749000003,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,341539.294816081528552,1613507252.012079477310181,-73,-6.600000000000000,860.639999999999418,-1.599866110627329,1.500000000000000
96,1,93,25,13031,Bulloch County,4.180998853000000,16,13031,Georgia,Bulloch,6,13031,-2,48.283179287000003,0.000000000000000,0.000000000000000,M,100.000000000000000,A,"17301 US Highway 301 N, Statesboro, Georgia, 30458",StreetAddress,BULLOCH COUNTY CI,17301 U.S.HWY 301 NORTH BLDG. 209,STATESBORO,,30458,ADULT MALE FELONS,1946,183,MEDIUM,CO. CORRECTIONAL INSTITUTION,271258.868185801664367,2510180008.351299762725830,124,-0.700000000000000,7936.870000000002619,1.500100530524988,6.900000000000000
97,1,94,17,13103,Effingham County,3.304928989000000,51,13103,Georgia,Effingham,5,13103,-2,67.052631579000007,0.000000000000000,0.000000000000000,M,100.000000000000000,A,"321 GA Highway 119 S, Springfield, Georgia, 31329",PointAddress,EFFINGHAM COUNTY CI,321 HWY 119 SOUTH,SPRINGFIELD,,31329,ADULT MALE FELONS,1914,192,MEDIUM,CO. CORRECTIONAL INSTITUTION,252950.088618586276425,1757884486.816325187683105,-36,-4.000000000000000,-664.569999999992433,0.200032592381134,-1.800000000000000
98,0,95,-1,13289,Twiggs County,5.880341880000000,143,13289,Georgia,Twiggs,7,13289,-1,100.000000000000000,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,233657.371381647128146,1328307142.930865526199341,-3,-19.800000000000001,11917.010000000002037,2.899968394267542,-2.200000000000000
99,1,96,23,13009,Baldwin County,5.038759690000000,5,13009,Georgia,Baldwin,8,13009,-3,35.139982502000002,0.000000000000000,0.000000000000000,M,99.549999999999997,A,"196 Laying Farm Rd SE, Milledgeville, Georgia, 31061",PointAddress,RIVERBEND CORR FACILITY,196 LAYING FARM RD,MILLEDGEVILLE,,31061,ADULT MALE FELONS,2011,1588,MEDIUM,PRIVATE PRISON,188317.321028411184670,988898692.367957234382629,82,-7.900000000000000,1937.970000000001164,3.488622234855323,2.900000000000000
100,1,96,42,13009,Baldwin County,5.038759690000000,5,13009,Georgia,Baldwin,8,13009,-3,35.139982502000002,0.000000000000000,0.000000000000000,M,97.129999999999995,A,"140 Laying Farm Rd, Milledgeville, Georgia, 31061",StreetAddress,BALDWIN STATE PRISON,140 LAYING FARM ROAD,HARDWICK,,31034,ADULT MALE FELONS,1976,925,Special Mission,STATE PRISON,188317.321028411184670,988898692.367957234382629,82,-7.900000000000000,1937.970000000001164,3.488622234855323,2.900000000000000
101,0,97,-1,13159,Jasper County,3.465203581000000,79,13159,Georgia,Jasper,8,13159,-5,81.762589927999997,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,174732.962250886397669,1389142084.872200012207031,-52,4.900000000000000,2332.610000000000582,-3.399711601301969,-8.199999999999999
102,0,98,-1,13169,Jones County,3.658360939000000,84,13169,Georgia,Jones,6,13169,-2,67.714255816000005,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,163298.359386159485439,1461481272.395782947540283,-1,0.900000000000000,2692.770000000004075,-1.699978551250769,7.200000000000000
103,0,99,-1,13237,Putnam County,4.961692813000000,117,13237,Georgia,Putnam,7,13237,-2,80.945423696999995,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,175535.921655537356855,1341381869.549395799636841,3,7.500000000000000,3490.490000000005239,3.099839691411420,11.000000000000000
104,0,100,-1,13125,Glascock County,4.169884170000000,62,13125,Georgia,Glascock,7,13125,-3,100.000000000000000,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,113521.372416841884842,536114531.517032921314240,,-7.500000000000000,2292.690000000002328,1.499698579263023,5.400000000000000
105,1,101,34,13141,Hancock County,6.010488100000000,70,13141,Georgia,Hancock,13,13141,-7,61.586594548999997,0.000000000000000,0.000000000000000,M,100.000000000000000,A,"701 Prison Blvd, Sparta, Georgia, 31087",PointAddress,HANCOCK STATE PRISON,701 PRISON BLVD,SPARTA,,31087,ADULT MALE FELONS,1990,1191,CLOSE,STATE PRISON,213115.653433987725293,1778065006.023058891296387,-13,55.600000000000001,6397.229999999999563,11.210803738302396,0.500000000000000
106,0,102,-1,13167,Johnson County,3.954666024000000,83,13167,Georgia,Johnson,8,13167,-4,65.410821643000006,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,192888.195551409939071,1124104501.912226438522339,38,1.700000000000000,9568.669999999998254,0.200080429746863,-4.900000000000000
107,1,103,39,13303,Washington County,5.002095850000000,150,13303,Georgia,Washington,8,13303,-3,65.601548119000000,0.000000000000000,0.000000000000000,M,100.000000000000000,A,"13262 GA Highway 24 E, Davisboro, Georgia, 31018",StreetAddress,WASHINGTON STATE PRISON,13262 HIGHWAY 24 EAST,DAVISBORO,,31018,ADULT MALE FELONS,1991,1548,MEDIUM,STATE PRISON,261318.896789752325276,2525891684.516754627227783,31,-8.600000000000000,-942.580000000001746,4.900114105598887,5.300000000000000
108,0,104,-1,13319,Wilkinson County,4.435168276000000,158,13319,Georgia,Wilkinson,7,13319,-3,100.000000000000000,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,204089.907419811206637,1661513747.241548538208008,-10,-12.199999999999999,-8207.379999999997381,-7.199621515831482,1.500000000000000
109,0,105,-1,13211,Morgan County,3.562369031000000,104,13211,Georgia,Morgan,6,13211,-2,75.369375419999997,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,165215.349355428275885,1326750276.691220998764038,11,6.500000000000000,14146.770000000004075,-0.399788121724070,-5.500000000000000
110,0,106,-1,13013,Barrow County,3.285011975000000,7,13013,Georgia,Barrow,6,13013,-3,30.061844969999999,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,133995.971227474190528,615469017.146182298660278,-33,-0.100000000000000,4729.980000000003201,2.699922905621910,1.400000000000000
111,1,107,4,13157,Jackson County,2.987751048000000,78,13157,Georgia,Jackson,6,13157,-3,60.014879722000003,0.000000000000000,0.000000000000000,M,100.000000000000000,A,"265 I W Davis Rd, Jefferson, Georgia, 30549",PointAddress,JACKSON COUNTY CI,265 I.W. DAVIS ROAD,JEFFERSON,,30549,ADULT MALE FELONS,1988,150,MEDIUM,CO. CORRECTIONAL INSTITUTION,180313.623520348948659,1299894188.434460401535034,-60,-1.100000000000000,7014.860000000000582,8.507597144867772,-7.100000000000000
112,0,108,-1,13297,Walton County,3.552649021000000,147,13297,Georgia,Walton,7,13297,-3,42.658294337000001,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,162122.553638655139366,1240857055.311589479446411,-20,-3.700000000000000,3943.010000000002037,7.546308429108647,2.000000000000000
113,0,109,-1,13195,Madison County,3.528380451000000,97,13195,Georgia,Madison,5,13195,-1,91.877667141000003,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,176479.275809103128267,1081993098.694975852966309,119,1.700000000000000,1943.830000000001746,1.601243343156905,2.000000000000000
114,0,110,-1,13219,Oconee County,2.956265556000000,108,13219,Georgia,Oconee,4,13219,-1,50.316995855000002,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,146257.802240978664486,700915210.991112828254700,68,-8.100000000000000,6585.120000000009895,0.200289988607677,-0.100000000000000
115,0,111,-1,13133,Greene County,4.246496997000000,66,13133,Georgia,Greene,7,13133,-3,82.749781167999998,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,197149.982469380833209,1520265293.915086269378662,27,12.100000000000000,12049.529999999998836,0.799998398667427,-1.600000000000000
116,0,112,-1,13265,Taliaferro County,5.128205128000000,131,13265,Georgia,Taliaferro,8,13265,-3,100.000000000000000,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,165189.145802331360755,730991983.782239437103271,1,27.500000000000000,11313.280000000002474,-5.199606859537869,-8.300000000000001
117,0,113,-1,13301,Warren County,4.985443959000000,149,13301,Georgia,Warren,10,13301,-5,100.000000000000000,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,197144.882955175242387,1068769553.949199199676514,-21,34.000000000000000,1308.830000000001746,-6.999688990568829,0.000000000000000
118,0,114,-1,13105,Elbert County,4.819584343000000,52,13105,Georgia,Elbert,9,13105,-4,70.618863434000005,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,195605.203431459958665,1418509613.115592956542969,33,-7.200000000000000,2976.830000000001746,5.599966875287397,-11.900000000000000
119,0,115,-1,13221,Oglethorpe County,3.663672094000000,109,13221,Georgia,Oglethorpe,5,13221,-1,99.254983555999999,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,212630.576753346889745,1665948206.365626811981201,11,6.300000000000000,6026.389999999999418,2.700141116209144,5.700000000000000
120,0,116,-1,13317,Wilkes County,4.574659471000000,157,13317,Georgia,Wilkes,8,13317,-3,67.365241197000003,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,226907.772117590880953,1781594022.582693576812744,26,7.800000000000000,3139.819999999999709,4.199987510982624,6.400000000000000
121,0,117,-1,13033,Burke County,5.999786484000000,17,13033,Georgia,Burke,9,13033,-3,74.995711099999994,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,304527.111861199431587,3086959582.411161422729492,110,5.600000000000000,6244.550000000002910,0.000309657431360,2.100000000000000
122,1,118,45,13107,Emanuel County,5.886592984000000,53,13107,Georgia,Emanuel,8,13107,-2,66.882024958000002,0.000000000000000,0.000000000000000,M,100.000000000000000,A,"714 Gumlog Rd, Swainsboro, Georgia, 30401",StreetAddress,EMANUEL WOMENS FACILITY,714 GUMLOG ROAD,SWAINSBORO,,30401,ADULT FEMALE FELONS,1995,415,MEDIUM,STATE PRISON,287470.651787251525093,2525801855.882606029510498,-57,-5.500000000000000,2479.050000000002910,-0.499780995190281,1.600000000000000
123,1,119,15,13163,Jefferson County,5.320883356000000,81,13163,Georgia,Jefferson,10,13163,-5,80.667454222999993,0.000000000000000,0.000000000000000,M,100.000000000000000,A,"1159 Clarks Mill Rd, Louisville, Georgia, 30434",PointAddress,JEFFERSON COUNTY CI,1159 CLARKS MILL ROAD,LOUISVILLE,,30434,ADULT MALE - FELONY/MISDEMEANOR,1924,190,MEDIUM,CO. CORRECTIONAL INSTITUTION,222897.171285704622278,1958013901.996922016143799,-32,-3.300000000000000,2180.080000000001746,5.899920378627920,1.800000000000000
124,1,120,22,13165,Jenkins County,5.396132252000000,82,13165,Georgia,Jenkins,16,13165,-11,66.103117506000004,0.000000000000000,0.000000000000000,M,98.040000000000006,A,"3404 Kent Farm Rd, Millen, Georgia, 30442",PointAddress,JENKINS CORR FACILITY,3404 KENT FARM DRIVE,MILLEN,,30442,MALE OFFENDERS,2012,1186,MEDIUM,PRIVATE PRISON,147804.984328878199449,1295139864.733682155609131,4,-3.900000000000000,-7234.339999999996508,4.899828777609980,21.899999999999999
125,1,121,14,13251,Screven County,5.403377111000000,124,13251,Georgia,Screven,8,13251,-3,78.921400672000004,0.000000000000000,0.000000000000000,M,100.000000000000000,A,"859 Rocky Ford Rd, Sylvania, Georgia, 30467",PointAddress,SCREVEN COUNTY CI,859 ROCKYFORD ROAD,SYLVANIA,,30467,n/a,,,,CO. CORRECTIONAL INSTITUTION,276720.126369149598759,2407316940.554657936096191,-22,5.100000000000000,1587.550000000002910,3.199976498614138,14.900000000000000
126,0,122,-1,13181,Lincoln County,4.957075602000000,90,13181,Georgia,Lincoln,7,13181,-2,100.000000000000000,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,177261.968250643665669,967380729.347558498382568,-13,2.400000000000000,-1278.809999999997672,4.399878385105922,-6.300000000000000
127,0,123,-1,13189,McDuffie County,5.561127828000000,94,13189,Georgia,McDuffie,8,13189,-2,60.960000000000001,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,178393.729992949112784,994226037.619404673576355,-3,3.600000000000000,5184.340000000003783,2.900203561617852,14.699999999999999
128,0,124,-1,13011,Banks County,3.113860348000000,6,13011,Georgia,Banks,5,13011,-2,93.829845066999994,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,127305.953860011140932,891016384.618172645568848,17,-11.699999999999999,2770.550000000002910,10.570583632193387,-0.100000000000000
129,0,125,-1,13119,Franklin County,3.832682878000000,59,13119,Georgia,Franklin,7,13119,-3,88.928636116999996,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,153635.794333070167340,1014841115.239309549331665,-23,11.100000000000000,4101.590000000003783,7.909260237099765,10.699999999999999
130,0,126,-1,13137,Habersham County,3.688418881000000,68,13137,Georgia,Habersham,6,13137,-2,58.762575218999999,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,185157.528533404169139,1070199539.349590539932251,1,5.700000000000000,6318.520000000004075,-0.199128765168676,-14.699999999999999
131,0,127,-1,13241,Rabun County,4.004512126000000,119,13241,Georgia,Rabun,6,13241,-2,79.282378962999999,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,222209.936117446573917,1453849526.637695312500000,-3,-9.800000000000001,3927.860000000000582,2.198749077539047,9.300000000000001
132,0,128,-1,13257,Stephens County,4.523896388000000,127,13257,Georgia,Stephens,6,13257,-1,58.563514804000000,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,119880.318595877441112,705220743.378318667411804,17,-6.300000000000000,5189.779999999998836,10.912974306717897,-4.800000000000000
133,0,129,-1,13281,Towns County,5.481214617000000,139,13281,Georgia,Towns,6,13281,-1,100.000000000000000,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,143456.658586478821235,664409933.181138992309570,-22,0.200000000000000,4204.400000000001455,-4.689449783286396,14.900000000000000
134,0,130,-1,13311,White County,3.049121282000000,154,13311,Georgia,White,5,13311,-2,83.793840259000007,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,149567.184601830376778,928749365.741436123847961,14,2.300000000000000,6098.360000000000582,3.899067843997070,-4.500000000000000
135,1,131,31,13147,Hart County,3.621265303000000,73,13147,Georgia,Hart,9,13147,-5,74.465553483999997,0.000000000000000,0.000000000000000,M,100.000000000000000,A,"414 Valley Hart Rd, Hartwell, Georgia, 30643",StreetAddress,WHITWORTH WOMEN'S FACILITY,414 VALLEY HART ROAD,HARTWELL,,30643,ADULT FEMALE FELONS,1991,442,MEDIUM,STATE PRISON,137319.076270389341516,976924526.091979384422302,15,15.800000000000001,2904.290000000000873,4.799954896100484,-9.400000000000000
